GIS_Number_valuations,Map_Name_valuations,Class_valuations,2009 Land,2009 Dwlg,2009 Improv,2009 Total
141422801500000,NE 141,Residential,30194,67772,0,97966
141422801600000,NE 141,Residential,25650,60615,0,86265
141422801700000,NE 141,Residential,30323,79777,0,110100
141422801800000,APTS NE,Commercial,11820,0,112999,124819
141422801900000,NE 141,Residential,36239,75924,0,112163
141422802000000,COMM NE,Commercial,46537,0,163463,210000
141422802200000,APTS NE,Commercial,21870,0,109286,131156
141422802300000,APTS NE,Commercial,25920,0,125782,151702
141422802400000,APTS NE,Commercial,25920,0,397803,423723
141422802500000,APTS NE,Commercial,25920,0,230448,256368
141422802601000,COMM NE,Commercial,77760,0,332476,410236
141422802601001,COMM NE,Commercial,77760,0,340132,417892
141422802701000,CONDO 500,Residential,3600,34115,0,37715
141422802701001,CONDO 500,Residential,3600,34115,0,37715
141422802701002,CONDO 500,Residential,3600,34115,0,37715
141422802701003,CONDO 500,Residential,3600,34115,0,37715
141422802701004,CONDO 500,Residential,3600,34115,0,37715
141422802701005,CONDO 500,Residential,3600,34115,0,37715
141422802701006,CONDO 500,Residential,3600,34115,0,37715
141422802701007,CONDO 500,Residential,3600,34115,0,37715
141422802701008,CONDO 500,Residential,3600,34115,0,37715
141422802701009,CONDO 500,Residential,3600,34115,0,37715
141422802701010,CONDO 500,Residential,3600,34115,0,37715
141422802701011,CONDO 500,Residential,3600,34115,0,37715
141422802701012,CONDO 500,Residential,3600,34115,0,37715
141422802701013,CONDO 500,Residential,3600,34115,0,37715
141422802701014,CONDO 500,Residential,3600,34115,0,37715
141422802701015,CONDO 500,Residential,3600,34115,0,37715
141422802701016,CONDO 500,Residential,3600,34115,0,37715
141422802701017,CONDO 500,Residential,3600,34115,0,37715
141422802701018,CONDO 500,Residential,3600,34115,0,37715
141422802701019,CONDO 500,Residential,3600,34115,0,37715
141422802701020,CONDO 500,Residential,3600,34115,0,37715
141422802701021,CONDO 500,Residential,3600,34115,0,37715
141422802701022,CONDO 500,Residential,3600,34115,0,37715
141422802701023,CONDO 500,Residential,3600,34115,0,37715
141422900100000,SE 201,Residential,24024,97618,0,121642
141422900200000,SE 201,Residential,11088,73758,0,84846
141422900300000,SE 201,Residential,19404,64394,0,83798
141422900400000,COMM SE,Commercial,128045,0,245029,373074
141422900700000,COMM SE,Commercial,220320,0,134680,355000
141422900900000,SE 201,Residential,10080,69745,0,79825
141422901000000,SE 201,Residential,10080,0,0,10080
141422901100000,SE 201,Residential,6405,0,0,6405
141422901200000,SE 201,Residential,8685,0,0,8685
141422901300000,SE 201,Residential,18643,85660,0,104303
141422901400000,SE 201,Residential,17600,97203,0,114803
141422901500000,SE 201,Residential,17600,81326,0,98926
141422901600000,SE 201,Residential,22400,81678,0,104078
141422901700000,COMM SE,Commercial,143100,0,405245,548345
141422901800000,COMM SE,Commercial,205200,0,363967,569167
141422901900000,COMM SE,Commercial,77760,0,6255,84015
141423000100000,SE 204,Residential,7350,65425,0,72775
141423000200000,SE 204,Residential,7350,55466,0,62816
141423000300000,SE 204,Residential,6300,41579,0,47879
141423000400000,SE 204,Residential,8400,63055,0,71455
141423000500000,SE 204,Residential,12669,57955,0,70624
141423000600000,SE 204,Residential,7933,69527,0,77460
141423000700000,SE 204,Residential,14592,58250,0,72842
141423000800000,SE 204,Residential,16168,66397,0,82565
141423000900000,SE 204,Residential,21320,86320,0,107640
141423001000000,SE 204,Residential,22200,44288,0,66488
141423001100000,SE 204,Residential,26272,85558,0,111830
141423001200000,SE 204,Residential,24000,80008,0,104008
141423001300000,SE 204,Residential,24000,99348,0,123348
141423001400000,SE 204,Residential,14880,82856,0,97736
141423001500000,SE 204,Residential,24000,108780,0,132780
141423001600000,SE 204,Residential,320,0,0,320
141423001700000,SE 204,Residential,12000,25098,0,37098
141423001800000,SE 204,Residential,16000,64795,0,80795
141423100200000,NE 154,Residential,22618,65288,0,87906
141423100300000,NE 154,Residential,20592,87970,0,108562
141423100400000,NE 154,Residential,20377,74402,0,94779
141423100500000,NE 154,Residential,27288,71558,0,98846
141423100600000,NE 154,Residential,23760,72948,0,96708
141423100700000,NE 154,Residential,23760,71217,0,94977
141423100800000,NE 154,Residential,23760,101563,0,125323
141423100900000,NE 154,Residential,23760,91804,0,115564
141423101000000,NE 154,Residential,23760,90606,0,114366
141423101100000,NE 154,Residential,20400,91816,0,112216
141423101200000,NE 154,Residential,20400,61744,0,82144
141423101300000,CONVERSIONS,Commercial,12312,0,90586,102898
141423101400000,COMM NE,Commercial,99462,0,99020,198482
141423200100000,NE 154,Residential,30672,76478,0,107150
141423200200000,NE 154,Residential,15246,68091,0,83337
141423200300000,NE 154,Residential,14640,66483,0,81123
141423200400000,NE 154,Residential,32640,98124,0,130764
141423200500000,NE 154,Residential,31533,80532,0,112065
141423200600000,NE 154,Residential,30600,83567,0,114167
141423200700000,NE 154,Residential,30600,98623,0,129223
141423200800000,NE 154,Residential,30600,81963,0,112563
141423200900000,NE 154,Residential,30600,77625,0,108225
141423201000000,NE 154,Residential,30600,96160,0,126760
141423201100000,NE 154,Residential,30600,104072,0,134672
141423201200000,NE 154,Residential,30600,119646,0,150246
141423201300000,NE 154,Residential,30600,108206,0,138806
141423201400000,NE 154,Residential,30600,112249,0,142849
141423201500000,NE 154,Residential,30600,105500,0,136100
141425100100000,SE 204,Residential,18240,91347,0,109587
141425100200000,SE 204,Residential,20400,79703,0,100103
141425100300000,SE 204,Residential,14880,57092,0,71972
141425100400000,SE 204,Residential,19920,82807,0,102727
141425200100000,NE 154,Residential,20400,108727,0,129127
141425200200000,NE 154,Residential,23760,82368,0,106128
141425200300000,NE 154,Residential,23760,75905,0,99665
141425200400000,NE 154,Residential,23760,91143,0,114903
141425200500000,NE 154,Residential,23760,88874,0,112634
141425200600000,NE 154,Residential,23950,70329,0,94279
141425200700000,NE 154,Residential,23950,130330,0,154280
141425200800000,NE 154,Residential,23760,96608,0,120368
141425200900000,NE 154,Residential,23950,98313,0,122263
141425201000000,NE 154,Residential,26872,111916,0,138788
141425201100000,NE 154,Residential,27015,104944,0,131959
141425201200000,NE 154,Residential,23760,71502,0,95262
141425201300000,NE 154,Residential,23760,83721,0,107481
141425201400000,NE 154,Residential,23760,69964,0,93724
141425201500000,NE 154,Residential,23760,106052,0,129812
141425201600000,NE 154,Residential,25200,79834,0,105034
141425201700000,NE 154,Residential,26242,100110,0,126352
141425201800000,NE 154,Residential,16560,90459,0,107019
141425201900000,NE 154,Residential,23268,89484,0,112752
141425202000000,NE 154,Residential,10389,83330,0,93719
141425202100000,NE 154,Residential,14304,94273,0,108577
141425202200000,NE 154,Residential,20400,121779,0,142179
141425202300000,NE 154,Residential,20400,112900,0,133300
141425202400000,NE 154,Residential,20400,108812,0,129212
141425202500000,NE 154,Residential,20400,93396,0,113796
141425202600000,NE 154,Residential,24480,91092,0,115572
141425202700000,NE 154,Residential,16320,66777,0,83097
141425202800000,NE 154,Residential,20547,144896,0,165443
141425202900000,NE 154,Residential,20547,123878,0,144425
141425203000000,NE 154,Residential,20400,113277,0,133677
141425203100000,NE 154,Residential,20400,77649,0,98049
141425203200000,NE 154,Residential,20400,90193,0,110593
141425300100000,NE 154,Residential,24480,111804,0,136284
141425300200000,NE 154,Residential,30600,84440,0,115040
141425300300000,NE 154,Residential,30600,83652,0,114252
141425300400000,NE 154,Residential,30600,73143,0,103743
141425300500000,NE 154,Residential,30600,68060,0,98660
141425300600000,NE 154,Residential,30600,101177,0,131777
141425300700000,NE 154,Residential,30600,107913,0,138513
141425300800000,NE 154,Residential,30600,104012,0,134612
141425300900000,NE 154,Residential,30600,93064,0,123664
141425301000000,NE 154,Residential,30600,90991,0,121591
141425301100000,NE 154,Residential,15840,64796,0,80636
141425301200000,NE 154,Residential,16080,68628,0,84708
141425301300000,NE 154,Residential,28773,98402,0,127175
141425301400000,NE 154,Residential,24480,86970,0,111450
141425301500000,NE 154,Residential,24480,106069,0,130549
141425301600000,NE 154,Residential,24480,78381,0,102861
141425301700000,NE 154,Residential,24480,81375,0,105855
141425301800000,NE 154,Residential,24480,70238,0,94718
141425301900000,NE 154,Residential,24480,83736,0,108216
141425302000000,NE 154,Residential,24480,83535,0,108015
141425302100000,NE 154,Residential,24480,79540,0,104020
141425302200000,NE 154,Residential,24480,93717,0,118197
141425302300000,NE 154,Residential,24480,111494,0,135974
141425302400000,NE 154,Residential,24480,66936,0,91416
141425302500000,NE 154,Residential,24480,92320,0,116800
141425400100000,SE 204,Residential,19200,115371,0,134571
141425400200000,SE 204,Residential,24000,83831,0,107831
141425400300000,SE 204,Residential,24000,111619,0,135619
141425400400000,SE 204,Residential,28000,102259,0,130259
141425400500000,SE 204,Residential,20000,102214,0,122214
141425400600000,SE 204,Residential,18000,83864,0,101864
141425400700000,SE 204,Residential,15580,48167,0,63747
141425400800000,SE 204,Residential,15800,41712,0,57512
141425400900000,SE 204,Residential,19403,60748,0,80151
141425401000000,SE 204,Residential,19600,78402,0,98002
141425401100000,SE 204,Residential,23520,56210,0,79730
141425401200000,SE 204,Residential,30000,67779,0,97779
141425401300000,SE 204,Residential,30000,68295,0,98295
141425401400000,SE 204,Residential,30000,80060,0,110060
141425401500000,SE 204,Residential,30000,92229,0,122229
141425401600000,SE 204,Residential,30000,73181,0,103181
141425401700000,SE 204,Residential,20000,67132,0,87132
141425401800000,SE 204,Residential,32000,77817,0,109817
141425401900000,SE 204,Residential,17050,74619,0,91669
141425500100000,SE 204,Residential,30000,112876,0,142876
141425500200000,SE 204,Residential,30000,122593,0,152593
141425500300000,SE 204,Residential,15000,89111,0,104111
141425500400000,SE 204,Residential,15000,59164,0,74164
141425500500000,SE 204,Residential,30000,65502,0,95502
141425500600000,SE 204,Residential,30000,73362,0,103362
141425500700000,SE 204,Residential,30000,106592,0,136592
141425500800000,SE 204,Residential,32000,102420,0,134420
141425500900000,SE 204,Residential,20000,54612,0,74612
141425501000000,SE 204,Residential,16512,82691,0,99203
141425501100000,SE 204,Residential,16093,71341,0,87434
141425501200000,SE 204,Residential,14075,47076,0,61151
141425501300000,SE 204,Residential,13440,63176,0,76616
141425501400000,SE 204,Residential,14615,67470,0,82085
141425501500000,SE 204,Residential,16104,72228,0,88332
141425501600000,SE 204,Residential,30000,78165,0,108165
141425501700000,SE 204,Residential,30000,82397,0,112397
141425501800000,SE 204,Residential,30000,85137,0,115137
141425501900000,SE 204,Residential,30000,86503,0,116503
141425502000000,SE 204,Residential,30000,89839,0,119839
141425502100000,SE 204,Residential,30000,95401,0,125401
141425502200000,SE 204,Residential,30000,76729,0,106729
141425502300000,SE 204,Residential,20000,37780,0,57780
141425502400000,SE 204,Residential,20000,54623,0,74623
141425502500000,SE 204,Residential,20000,73415,0,93415
141425600100000,SE 204,Residential,20000,61618,0,81618
141425600200000,SE 204,Residential,20000,85803,0,105803
141425600300000,SE 204,Residential,20000,27859,0,47859
141425600400000,SE 204,Residential,30000,79011,0,109011
141425600500000,SE 204,Residential,30000,85708,0,115708
141425600600000,SE 204,Residential,31500,132541,0,164041
141425600700000,SE 204,Residential,25000,73521,0,98521
141425600800000,SE 204,Residential,30000,77354,0,107354
141425600900000,SE 204,Residential,30000,75125,0,105125
141425601000000,SE 204,Residential,30000,43260,0,73260
141425601100000,SE 204,Residential,25000,105638,0,130638
141425601200000,SE 204,Residential,23965,104975,0,128940
141425601300000,SE 204,Residential,14551,67285,0,81836
141425601400000,SE 204,Residential,13184,42795,0,55979
141425601500000,SE 204,Residential,19240,61893,0,81133
141425601600000,SE 204,Residential,22185,99715,0,121900
141425601700000,SE 204,Residential,22500,80884,0,103384
141425601800000,SE 204,Residential,22500,87284,0,109784
141425601900000,SE 204,Residential,22500,126279,0,148779
141425602000000,SE 204,Residential,25000,88789,0,113789
141425602100000,SE 204,Residential,27500,92683,0,120183
141425602200000,SE 204,Residential,30000,81091,0,111091
141425602300000,SE 204,Residential,30000,123718,0,153718
141425602400000,SE 204,Residential,31025,77147,0,108172
141425602500000,SE 204,Residential,23500,105820,0,129320
141425602600000,SE 204,Residential,22500,94183,0,116683
141425602700000,SE 204,Residential,22500,85739,0,108239
141425602800000,SE 204,Residential,22500,93652,0,116152
141425602900000,SE 204,Residential,22500,93335,0,115835
141425700600000,E-40 CHURCHES,Exempt,727488,0,2857355,3584843
141425800100000,NE 154,Residential,22848,108708,0,131556
141425800200000,NE 154,Residential,15840,62983,0,78823
141425800300000,NE 154,Residential,19800,60423,0,80223
141425800400000,NE 154,Residential,24480,81189,0,105669
141425800500000,NE 154,Residential,24480,96382,0,120862
141425800600000,NE 154,Residential,24480,76277,0,100757
141425800700000,NE 154,Residential,24480,123532,0,148012
141425800800000,NE 154,Residential,24480,92793,0,117273
141425800900000,NE 154,Residential,24480,63535,0,88015
141427600100000,SE 203,Residential,63345,176308,0,239653
141427700100000,SE 203,Residential,40915,134577,0,175492
141427700200000,SE 203,Residential,43350,107557,0,150907
141427700300000,SE 203,Residential,79891,171072,0,250963
141427700400000,SE 203,Residential,40400,75954,0,116354
141427700500000,SE 203,Residential,39600,88761,0,128361
141427700600000,SE 203,Residential,39847,122743,0,162590
141427700700000,SE 203,Residential,39600,106429,0,146029
141427700800000,SE 203,Residential,40800,101097,0,141897
141427700900000,SE 203,Residential,44693,201605,0,246298
141427701000000,SE 203,Residential,43500,138132,0,181632
141427701100000,SE 203,Residential,44188,141089,0,185277
141427701200000,SE 203,Residential,44115,129952,0,174067
141427701300000,SE 203,Residential,44548,141751,0,186299
141427701400000,SE 203,Residential,20,0,0,20
141427800100000,SE 203,Residential,55900,127105,0,183005
141427800200000,SE 203,Residential,52593,106665,0,159258
141427800300000,SE 203,Residential,49350,134422,0,183772
141427800400000,SE 203,Residential,49899,130915,0,180814
141427800500000,SE 203,Residential,54625,119495,0,174120
141427800600000,SE 203,Residential,56745,158963,0,215708
141427800700000,SE 203,Residential,59045,153425,0,212470
141427800800000,SE 203,Residential,62258,164319,0,226577
141427800900000,SE 203,Residential,65178,229281,0,294459
141427801000000,SE 203,Residential,56375,168070,0,224445
141427801100000,SE 203,Residential,56325,135139,0,191464
141427801200000,SE 203,Residential,56250,192924,0,249174
141427801300000,SE 203,Residential,56250,144792,0,201042
141427801400000,SE 203,Residential,56250,209269,0,265519
141427801500000,SE 203,Residential,56250,116796,0,173046
141427900100000,SE 203,Residential,54270,147175,0,201445
141427900200000,SE 203,Residential,61155,153779,0,214934
141427900300000,SE 203,Residential,41160,163531,0,204691
141427900400000,SE 203,Residential,40800,109154,0,149954
141427900500000,SE 203,Residential,40824,146317,0,187141
141427900600000,SE 203,Residential,40776,155266,0,196042
141427900700000,SE 203,Residential,36960,118749,0,155709
141427900800000,SE 203,Residential,38800,106060,0,144860
141427900900000,SE 203,Residential,38160,116232,0,154392
141427901000000,SE 203,Residential,41400,101647,0,143047
141427901100000,SE 203,Residential,49339,113293,0,162632
141427901200000,SE 203,Residential,40740,123381,0,164121
141427901300000,SE 203,Residential,39950,116876,0,156826
141427901400000,SE 203,Residential,46313,96895,0,143208
141427901500000,SE 203,Residential,46800,108150,0,154950
141427901600000,SE 203,Residential,47288,171046,0,218334
141427901700000,SE 203,Residential,45293,69307,0,114600
141427901800000,SE 203,Residential,44625,87190,0,131815
141427901900000,SE 203,Residential,45063,86076,0,131139
141427902000000,SE 203,Residential,45500,91319,0,136819
141427902100000,SE 203,Residential,45938,113160,0,159098
141427902200000,SE 203,Residential,46375,92354,0,138729
141427902300000,SE 203,Residential,46375,131191,0,177566
141428000100000,SE 203,Residential,75153,225533,0,300686
141428000200000,SE 203,Residential,51752,223329,0,275081
141428000300000,SE 203,Residential,52475,119953,0,172428
141428000400000,SE 203,Residential,52500,101687,0,154187
141428000500000,SE 203,Residential,51200,167526,0,218726
141428000600000,SE 203,Residential,53700,208288,0,261988
141428000700000,SE 203,Residential,78712,237074,0,315786
141428000800000,SE 203,Residential,84084,190225,0,274309
141428000900000,SE 203,Residential,84262,181479,0,265741
141428100100000,SE 203,Residential,51700,123299,0,174999
141428100200000,SE 203,Residential,43165,109989,0,153154
141428100300000,SE 203,Residential,39525,97938,0,137463
141428100400000,SE 203,Residential,38827,83878,0,122705
141428100500000,SE 203,Residential,39013,109502,0,148515
141428100600000,SE 203,Residential,36895,93745,0,130640
141428100700000,SE 203,Residential,38465,100243,0,138708
141428100800000,SE 203,Residential,37588,100110,0,137698
141428100900000,SE 203,Residential,33120,99513,0,132633
141428101000000,SE 203,Residential,32305,124475,0,156780
141428101100000,SE 203,Residential,32660,85641,0,118301
141428101200000,SE 203,Residential,36720,134774,0,171494
141428101300000,SE 203,Residential,23650,103124,0,126774
141428101400000,SE 203,Residential,25850,73606,0,99456
141428101500000,SE 203,Residential,42542,102924,0,145466
141428101600000,SE 203,Residential,46802,93112,0,139914
141428101700000,SE 203,Residential,43937,115583,0,159520
141428101800000,SE 203,Residential,37835,108428,0,146263
141428101900000,SE 203,Residential,37288,114342,0,151630
141428102000000,SE 203,Residential,37680,91684,0,129364
141428102100000,SE 203,Residential,37200,106704,0,143904
141428102200000,SE 203,Residential,36813,101551,0,138364
141428102300000,SE 203,Residential,37600,86232,0,123832
141428102400000,SE 203,Residential,51700,106144,0,157844
141428102500000,SE 203,Residential,38775,116006,0,154781
141428102600000,SE 203,Residential,38775,116213,0,154988
141428200100000,SE 203,Residential,66150,331321,0,397471
141428200200000,SE 203,Residential,73848,242979,0,316827
141428200300000,SE 203,Residential,97402,362753,0,460155
141428200400000,SE 203,Residential,93480,192689,0,286169
141428200500000,SE 203,Residential,83967,196098,0,280065
141428200600000,SE 203,Residential,108360,264943,0,373303
141428200700000,SE 203,Residential,75600,196400,0,272000
141428200800000,SE 203,Residential,75600,266129,0,341729
141428200900000,SE 203,Residential,48600,184522,0,233122
141428201000000,SE 203,Residential,46710,160019,0,206729
141428201100000,SE 203,Residential,55105,167200,0,222305
141428201200000,SE 203,Residential,43725,132595,0,176320
141428201300000,SE 203,Residential,42263,124072,0,166335
141428201400000,SE 203,Residential,38480,118582,0,157062
141428201500000,SE 203,Residential,37740,63961,0,101701
141428201600000,SE 203,Residential,37370,96989,0,134359
141428201700000,SE 203,Residential,37240,104443,0,141683
141428201800000,SE 203,Residential,37050,77430,0,114480
141428201900000,SE 203,Residential,42300,108655,0,150955
141428300100000,SE 203,Residential,41600,86969,0,128569
141428300200000,SE 203,Residential,28665,59083,0,87748
141428300300000,SE 203,Residential,34010,73003,0,107013
141428300400000,SE 203,Residential,37620,100810,0,138430
141428300500000,SE 203,Residential,37588,99650,0,137238
141428300600000,SE 203,Residential,49743,107113,0,156856
141428300700000,SE 203,Residential,41860,86005,0,127865
141428300800000,SE 203,Residential,30708,77519,0,108227
141430100100000,SE 203,Residential,111900,353283,0,465183
141430100200000,Empty,Exempt,0,0,0,0
141432600100000,SE 208,Residential,32700,88480,0,121180
141432600200000,SE 208,Residential,32700,111944,0,144644
141432600201000,CONDO 502,Residential,3000,82225,0,85225
141432600201001,CONDO 502,Residential,7500,126363,0,133863
141432600201002,CONDO 502,Residential,4500,93990,0,98490
141432600201003,CONDO 502,Residential,4500,91537,0,96037
141432600201004,CONDO 502,Residential,4500,89610,0,94110
141432600201005,CONDO 502,Residential,7500,105021,0,112521
141432600201006,CONDO 502,Residential,4500,93990,0,98490
141432600201007,CONDO 502,Residential,1500,64693,0,66193
141432600201008,CONDO 502,Residential,4500,90567,0,95067
141432600201009,CONDO 502,Residential,4500,92756,0,97256
141432600201010,CONDO 502,Residential,4500,93990,0,98490
141432600201011,CONDO 502,Residential,4500,90128,0,94628
141432600201012,CONDO 502,Residential,4500,89610,0,94110
141432600201013,CONDO 502,Residential,4500,92740,0,97240
141432600201014,CONDO 502,Residential,4500,93990,0,98490
141432600201015,CONDO 502,Residential,4500,89157,0,93657
141432600201016,CONDO 502,Residential,4500,90567,0,95067
141432600201017,CONDO 502,Residential,4500,92740,0,97240
141432600201018,CONDO 502,Residential,4500,93990,0,98490
141432600201019,CONDO 502,Residential,4500,91537,0,96037
141432600201020,CONDO 502,Residential,4500,88200,0,92700
141432600201021,CONDO 502,Residential,4500,92740,0,97240
141432600201022,CONDO 502,Residential,4500,93990,0,98490
141432600201023,CONDO 502,Residential,4500,91354,0,95854
141432600201024,CONDO 502,Residential,4500,90567,0,95067
141432600201025,CONDO 502,Residential,4500,93428,0,97928
141432600201026,CONDO 502,Residential,6000,107100,0,113100
141432600201027,CONDO 502,Residential,3000,75450,0,78450
141432600201028,CONDO 502,Residential,4500,89610,0,94110
141432600201029,CONDO 502,Residential,4500,94149,0,98649
141432600201030,CONDO 502,Residential,4500,93990,0,98490
141432600201031,CONDO 502,Residential,4500,89157,0,93657
141432600201032,CONDO 502,Residential,4500,90567,0,95067
141432600201033,CONDO 502,Residential,4500,94149,0,98649
141432600201034,CONDO 502,Residential,6000,112902,0,118902
141432600201035,CONDO 502,Residential,3000,76860,0,79860
141432600201036,CONDO 502,Residential,4500,62078,0,66578
141432600201037,CONDO 502,Residential,4500,93428,0,97928
141432600201038,CONDO 502,Residential,4500,97137,0,101637
141432600201039,CONDO 502,Residential,4500,90567,0,95067
141432600201040,CONDO 502,Residential,4500,94336,0,98836
141432600201041,CONDO 502,Residential,4500,100003,0,104503
141432600201042,CONDO 502,Residential,4500,93990,0,98490
141432600201043,CONDO 502,Residential,4500,94691,0,99191
141432600201044,CONDO 502,Residential,4500,97335,0,101835
141432600201045,CONDO 502,Residential,4500,99296,0,103796
141432600201046,CONDO 502,Residential,4500,92580,0,97080
141432600201047,CONDO 502,Residential,4500,90567,0,95067
141432600201048,CONDO 502,Residential,4500,90567,0,95067
141432600201049,CONDO 502,Residential,4500,92740,0,97240
141432600201050,CONDO 502,Residential,6000,112936,0,118936
141432600201051,CONDO 502,Residential,3000,79221,0,82221
141432600201052,CONDO 502,Residential,4500,89610,0,94110
141432600201053,CONDO 502,Residential,4500,94149,0,98649
141432600201054,CONDO 502,Residential,4500,92580,0,97080
141432600201055,CONDO 502,Residential,4500,90567,0,95067
141432600201056,CONDO 502,Residential,7500,150990,0,158490
141432600201057,CONDO 502,Residential,4500,101523,0,106023
141432600201058,CONDO 502,Residential,9000,167162,0,176162
141432600201059,CONDO 502,Residential,4500,104964,0,109464
141432600201060,CONDO 502,Residential,3000,89309,0,92309
141432600201061,CONDO 502,Residential,6000,127521,0,133521
141432600201062,CONDO 502,Residential,7500,155722,0,163222
141432600201063,CONDO 502,Residential,4500,108941,0,113441
141432600201064,CONDO 502,Residential,6000,178667,0,184667
141432600201066,CONDO 502,Residential,4500,105263,0,109763
141432600201067,CONDO 502,Residential,4500,110597,0,115097
141432600201068,CONDO 502,Residential,6000,137543,0,143543
141432600201069,CONDO 502,Residential,9000,200546,0,209546
141432600201070,CONDO 502,Residential,9000,210784,0,219784
141432600201071,CONDO 502,Residential,7500,204693,0,212193
141432600201072,CONDO 502,Residential,7500,180224,0,187724
141432600300000,SE 208,Residential,32700,75981,0,108681
141432600400000,SE 208,Residential,32700,84151,0,116851
141432600500000,SE 208,Residential,34360,128350,0,162710
141432600600000,SE 208,Residential,35000,116902,0,151902
141432600700000,SE 208,Residential,35640,140070,0,175710
141432600800000,SE 208,Residential,40131,126068,0,166199
141432600900000,SE 208,Residential,39600,102518,0,142118
141432601000000,SE 208,Residential,39069,121329,0,160398
141432601100000,SE 208,Residential,34360,80618,0,114978
141432601200000,SE 208,Residential,35000,82083,0,117083
141432601300000,SE 208,Residential,35640,112341,0,147981
141432700100000,SE 208,Residential,35633,154400,0,190033
141432700200000,SE 208,Residential,31500,88863,0,120363
141432700300000,SE 208,Residential,31500,68255,0,99755
141432700401000,CONDO 500,Residential,4500,80879,0,85379
141432700401001,CONDO 500,Residential,4500,77161,0,81661
141432700401002,CONDO 500,Residential,3000,56082,0,59082
141432700401003,CONDO 500,Residential,4500,77161,0,81661
141432700401004,CONDO 500,Residential,6000,93349,0,99349
141432700401005,CONDO 500,Residential,4500,73334,0,77834
141432700401006,CONDO 500,Residential,6000,95539,0,101539
141432700401007,CONDO 500,Residential,4500,77161,0,81661
141432700401008,CONDO 500,Residential,4500,77161,0,81661
141432700401009,CONDO 500,Residential,3000,56557,0,59557
141432700401010,CONDO 500,Residential,4500,73334,0,77834
141432700401011,CONDO 500,Residential,6000,93349,0,99349
141432700401012,CONDO 500,Residential,6000,100208,0,106208
141432700401013,CONDO 500,Residential,4500,77747,0,82247
141432700401014,CONDO 500,Residential,3000,56610,0,59610
141432700401015,CONDO 500,Residential,4500,77747,0,82247
141432700401016,CONDO 500,Residential,6000,93960,0,99960
141432700401017,CONDO 500,Residential,4500,73892,0,78392
141432700401018,CONDO 500,Residential,6000,95602,0,101602
141432700401019,CONDO 500,Residential,6000,96151,0,102151
141432700401020,CONDO 500,Residential,4500,77747,0,82247
141432700401021,CONDO 500,Residential,3000,56610,0,59610
141432700401022,CONDO 500,Residential,4500,73892,0,78392
141432700401023,CONDO 500,Residential,6000,94508,0,100508
141432700401024,CONDO 500,Residential,6000,95602,0,101602
141432700401025,CONDO 500,Residential,4500,77747,0,82247
141432700401026,CONDO 500,Residential,3000,56610,0,59610
141432700401027,CONDO 500,Residential,4500,77747,0,82247
141432700401028,CONDO 500,Residential,6000,93960,0,99960
141432700401029,CONDO 500,Residential,4500,73892,0,78392
141432700401030,CONDO 500,Residential,7500,95602,0,103102
141432700401031,CONDO 500,Residential,6000,95602,0,101602
141432700401032,CONDO 500,Residential,4500,78274,0,82774
141432700401033,CONDO 500,Residential,3000,56611,0,59611
141432700401034,CONDO 500,Residential,4500,73892,0,78392
141432700401035,CONDO 500,Residential,6000,96196,0,102196
141432700501000,CONDO 500,Residential,6000,73167,0,79167
141432700501001,CONDO 500,Residential,10500,106661,0,117161
141432700501002,CONDO 500,Residential,7500,94023,0,101523
141432700501003,CONDO 500,Residential,4500,55925,0,60425
141432700501004,CONDO 500,Residential,9000,110125,0,119125
141432700501005,CONDO 500,Residential,12000,113030,0,125030
141432700501006,CONDO 500,Residential,6000,72666,0,78666
141432700501007,CONDO 500,Residential,6000,73167,0,79167
141432700501008,CONDO 500,Residential,7500,94023,0,101523
141432700501009,CONDO 500,Residential,7500,94023,0,101523
141432700501010,CONDO 500,Residential,9000,105285,0,114285
141432700501011,CONDO 500,Residential,9000,101156,0,110156
141432700501012,CONDO 500,Residential,9000,94662,0,103662
141432700501013,CONDO 500,Residential,9000,94662,0,103662
141432700501014,CONDO 500,Residential,7500,95210,0,102710
141432700501015,CONDO 500,Residential,6000,74251,0,80251
141432700501016,CONDO 500,Residential,9000,104329,0,113329
141432700501017,CONDO 500,Residential,12000,119274,0,131274
141432700501018,CONDO 500,Residential,9000,95210,0,104210
141432700501019,CONDO 500,Residential,6000,73750,0,79750
141432700501020,CONDO 500,Residential,7500,94662,0,102162
141432700501021,CONDO 500,Residential,7500,94662,0,102162
141432700501022,CONDO 500,Residential,9000,104329,0,113329
141432700501023,CONDO 500,Residential,9000,105454,0,114454
141432700501024,CONDO 500,Residential,9000,94662,0,103662
141432700501025,CONDO 500,Residential,9000,95210,0,104210
141432700501026,CONDO 500,Residential,9000,94662,0,103662
141432700501027,CONDO 500,Residential,6000,75468,0,81468
141432700501028,CONDO 500,Residential,9000,104329,0,113329
141432700501029,CONDO 500,Residential,12000,131429,0,143429
141432700501030,CONDO 500,Residential,9000,98243,0,107243
141432700501031,CONDO 500,Residential,6000,73750,0,79750
141432700501032,CONDO 500,Residential,9000,98243,0,107243
141432700501033,CONDO 500,Residential,7500,94662,0,102162
141432700501034,CONDO 500,Residential,9000,104329,0,113329
141432700501035,CONDO 500,Residential,9000,104329,0,113329
141432700601000,CONDO 500,Residential,3000,56837,0,59837
141432700601001,CONDO 500,Residential,6000,92224,0,98224
141432700601002,CONDO 500,Residential,4500,77828,0,82328
