GIS_Number,Doing Business As,Class,Map Name,Hse#,Address,Deedholder,Acres,Residential Occupancy Type,Style Descr,Year Built,Total Living Area,Commercial Occupancy Type,Year Built_2,Gross Bldg Area,_unnamed,2008 Land,2008 Dwlg,2008 Improv,2008 total,GIS_Number_valuations,Map_Name_valuations,Class_valuations,2008 Land,2008 Dwlg,2008 Improv,2008 total,GIS_Number_valuations,Map_Name_valuations,Class_valuations,2016 Land Res,2016 Land Comm,2016 Land Total,2016 Dwlg,2016 Improv,2016 Total
141135300300000,,Exempt,Empty,0,VACANT LAND NE,CITY OF CEDAR RAPIDS,0.1,,,,,,,,,0,0,0,0,141135300300000,Empty,Exempt,0,0,0,0,141135300300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141135300500000,,Exempt,Empty,206,29TH ST NE,CITY OF CEDAR RAPIDS,0.38,,,,,,,,,0,0,0,0,141135300500000,Empty,Exempt,0,0,0,0,141135300500000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141137600400000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.2314,,,,,,,,,0,0,0,0,141137600400000,Empty,Exempt,0,0,0,0,141137600400000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141137600500000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.1479,,,,,,,,,0,0,0,0,141137600500000,Empty,Exempt,0,0,0,0,141137600500000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141137600600000,,Exempt,Empty,3145,EMERALD AVE SE,CITY OF CEDAR RAPIDS,0.1492,,,,,,,,,0,0,0,0,141137600600000,Empty,Exempt,0,0,0,0,141137600600000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141138001700000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.0654,,,,,,,,,0,0,0,0,141138001700000,Empty,Exempt,0,0,0,0,141138001700000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141138001800000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,2.9543,,,,,,,,,0,0,0,0,141138001800000,Empty,Exempt,0,0,0,0,141138001800000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141145700700000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.6569,,,,,,,,,0,0,0,0,141145700700000,Empty,Exempt,0,0,0,0,141145700700000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141332600900000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,14.15,,,,,,,,,0,0,0,0,141332600900000,Empty,Exempt,0,0,0,0,141332600900000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141337602000000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,4.98,,,,,,,,,0,0,0,0,141337602000000,Empty,Exempt,0,0,0,0,141337602000000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141337602100000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,,,,,,,,,,0,0,0,0,141337602100000,Empty,Exempt,0,0,0,0,141337602100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141345400100000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,4.94,,,,,,,,,0,0,0,0,141345400100000,Empty,Exempt,0,0,0,0,141345400100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141420100100000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,1.413,,,,,,,,,0,0,0,0,141420100100000,Empty,Exempt,0,0,0,0,141420100100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141420100200000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.2919,,,,,,,,,0,0,0,0,141420100200000,Empty,Exempt,0,0,0,0,141420100200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141445100300000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,8.89,,,,,,,,,0,0,0,0,141445100300000,Empty,Exempt,0,0,0,0,141445100300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141445200100000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,2.84,,,,,,,,,0,0,0,0,141445200100000,Empty,Exempt,0,0,0,0,141445200100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141445200400000,,Exempt,Empty,0,VACANT LAND NE,CITY OF CEDAR RAPIDS,2.28,,,,,,,,,0,0,0,0,141445200400000,Empty,Exempt,0,0,0,0,141445200400000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141447800400000,,Exempt,Empty,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,6.62,,,,,,,,,0,0,0,0,141447800400000,Empty,Exempt,0,0,0,0,141447800400000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141515102100000,,Exempt,Empty,0,VACANT LAND NE,CITY OF CEDAR RAPIDS,0.2268,,,,,,,,,0,0,0,0,141515102100000,Empty,Exempt,0,0,0,0,141515102100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141530101100000,,Exempt,Empty,0,VACANT LAND NE,CITY OF CEDAR RAPIDS,0.85,,,,,,,,,0,0,0,0,141530101100000,Empty,Exempt,0,0,0,0,141530101100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141615200100000,,Exempt,Empty,0,VACANT LAND NE,CITY OF CEDAR RAPIDS,14.1,,,,,,,,,0,0,0,0,141615200100000,Empty,Exempt,0,0,0,0,141615200100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141625100200000,,Exempt,Empty,0,VACANT LAND NE,CITY OF CEDAR RAPIDS,45.99,,,,,,,,,0,0,0,0,141625100200000,Empty,Exempt,0,0,0,0,141625100200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141630100100000,,Exempt,Empty,0,VACANT LAND NE,CITY OF CEDAR RAPIDS,2.8687,,,,,,,,,0,0,0,0,141630100100000,Empty,Exempt,0,0,0,0,141630100100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141630100400000,,Exempt,Empty,0,VACANT LAND NE,CITY OF CEDAR RAPIDS,1.45,,,,,,,,,0,0,0,0,141630100400000,Empty,Exempt,0,0,0,0,141630100400000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141632600100000,,Exempt,Empty,1111,SHAVER RD NE,CEDAR RAPIDS CITY OF,17.66,,,,,,,,,0,0,0,0,141632600100000,Empty,Exempt,0,0,0,0,141632600100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141632600400000,,Exempt,Empty,0,VACANT LAND NE,CITY OF CEDAR RAPIDS,4.5,,,,,,,,,0,0,0,0,141632600400000,Empty,Exempt,0,0,0,0,141632600400000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141632600600000,,Exempt,Empty,0,VACANT LAND NE,CITY OF CEDAR RAPIDS,0.06,,,,,,,,,0,0,0,0,141632600600000,Empty,Exempt,0,0,0,0,,,,,,,,,
141632600700000,,Exempt,Empty,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,0.13,,,,,,,,,0,0,0,0,141632600700000,Empty,Exempt,0,0,0,0,141632600700000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141635100200000,,Exempt,Empty,0,VACANT LAND NE,CITY OF CEDAR RAPIDS,1.02,,,,,,,,,0,0,0,0,141635100200000,Empty,Exempt,0,0,0,0,141635100200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141637700100000,,Exempt,Empty,855,SHAVER RD NE,CITY OF CEDAR RAPIDS,0.6741,,,,,,,,,0,0,0,0,141637700100000,Empty,Exempt,0,0,0,0,141637700100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141640100100000,,Exempt,Empty,0,VACANT LAND NE,CITY OF CEDAR RAPIDS,25.67,,,,,,,,,0,0,0,0,141640100100000,Empty,Exempt,0,0,0,0,141640100100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141645900100000,,Exempt,NE 146,791,SHAVER RD NE,CEDAR RAPIDS CITY OF,0.1722,Single-Family,Salvage,1880,936.0,,,,,0,0,0,0,141645900100000,NE 146,Exempt,0,0,0,0,141645900100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141645900200000,,Exempt,NE 146,793,SHAVER RD NE,CEDAR RAPIDS CITY OF,0.0689,Single-Family,1 Story Frame,1900,486.0,,,,,0,0,0,0,141645900200000,NE 146,Exempt,0,0,0,0,141645900200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141645900400000,,Exempt,NE 146,799,SHAVER RD NE,CEDAR RAPIDS CITY OF,0.1194,Single-Family,Salvage,1920,760.0,,,,,0,0,0,0,141645900400000,NE 146,Exempt,0,0,0,0,141645900400000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141645900500000,,Exempt,NE 146,801,SHAVER RD NE,CEDAR RAPIDS CITY OF,0.1245,Single-Family,1 1/2 Story Frame,1925,972.4,,,,,0,0,0,0,141645900500000,NE 146,Exempt,0,0,0,0,141645900500000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141645900700000,,Exempt,Empty,813,SHAVER RD NE,CEDAR RAPIDS CITY OF,0.1607,Single-Family,1 Story Frame,1928,700.0,Shop,1964,1516,,0,0,0,0,141645900700000,Empty,Exempt,0,0,0,0,141645900700000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141645901300000,,Exempt,Empty,0,VACANT LAND NE,CITY OF CEDAR RAPIDS,0.126,,,,,,,,,0,0,0,0,141645901300000,Empty,Exempt,0,0,0,0,141645901300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141715300100000,,Exempt,Empty,0,VACANT LAND NE,CITY OF CEDAR RAPIDS,29.73,,,,,,,,,0,0,0,0,141715300100000,Empty,Exempt,0,0,0,0,141715300100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141717800200000,,Exempt,Empty,0,VACANT LAND NE,CITY OF CEDAR RAPIDS,6.5,,,,,,,,,0,0,0,0,141717800200000,Empty,Exempt,0,0,0,0,141717800200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141720300100000,,Exempt,Empty,100,J AVE NE,CITY OF CEDAR RAPIDS,2.5,,,,,,,,,0,0,0,0,141720300100000,Empty,Exempt,0,0,0,0,141720300100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141722600100000,,Exempt,Empty,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,15.0,,,,,,,,,0,0,0,0,141722600100000,Empty,Exempt,0,0,0,0,141722600100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141725101200000,,Exempt,Empty,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,6.41,,,,,,,,,0,0,0,0,141725101200000,Empty,Exempt,0,0,0,0,141725101200000,NW 301,RESIDENTIAL,87100,0,87100,0,0,87100
141725200200000,,Exempt,Empty,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,13.91,,,,,,,,,0,0,0,0,141725200200000,Empty,Exempt,0,0,0,0,141725200200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141730100100000,,Exempt,Empty,1876,ELLIS LN NW,CITY OF CEDAR RAPIDS,156.68,,,,,,,,,0,0,0,0,141730100100000,Empty,Exempt,0,0,0,0,141730100100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141732600100000,,Exempt,Empty,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,22.2,,,,,,,,,0,0,0,0,141732600100000,Empty,Exempt,0,0,0,0,141732600100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141740200200000,,Exempt,Empty,0,VACANT LAND NE,CITY OF CEDAR RAPIDS,47.2,,,,,,,,,0,0,0,0,141740200200000,Empty,Exempt,0,0,0,0,141740200200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141810100100000,,Exempt,Empty,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,44.11,,,,,,,,,0,0,0,0,141810100100000,Empty,Exempt,0,0,0,0,141810100100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141815105300000,,Exempt,Empty,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,19.7,,,,,,,,,0,0,0,0,141815105300000,Empty,Exempt,0,0,0,0,141815105300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141817600100000,,Exempt,Empty,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,38.75,,,,,,,,,0,0,0,0,141817600100000,Empty,Exempt,0,0,0,0,141817600100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141820100200000,,Exempt,Empty,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,5.95,,,,,,,,,0,0,0,0,141820100200000,Empty,Exempt,0,0,0,0,141820100200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141822600100000,,Exempt,Empty,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,4.37,,,,,,,,,0,0,0,0,141822600100000,Empty,Exempt,0,0,0,0,141822600100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141822800100000,,Exempt,Empty,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,4.0,,,,,,,,,0,0,0,0,141822800100000,Empty,Exempt,0,0,0,0,141822800100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141840100100000,,Exempt,Empty,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,4.21,,,,,,,,,0,0,0,0,141840100100000,Empty,Exempt,0,0,0,0,,,,,,,,,
141840101700000,,Exempt,Empty,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,2.5,,,,,,,,,0,0,0,0,141840101700000,Empty,Exempt,0,0,0,0,141840101700000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141847603000000,,Exempt,Empty,0,VACANT LAND NW,CEDAR RAPIDS CITY OF,2.96,,,,,,,,,0,0,0,0,141847603000000,Empty,Exempt,0,0,0,0,141847603000000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141922803800000,,Exempt,Empty,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,0.1491,,,,,,,,,0,0,0,0,141922803800000,Empty,Exempt,0,0,0,0,141922803800000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141940100100000,,Exempt,Empty,1101,19TH ST NW,CITY OF CEDAR RAPIDS,19.83,,,,,,,,,0,0,0,0,141940100100000,Empty,Exempt,0,0,0,0,141940100100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141945500300000,,Exempt,Empty,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,0.316,,,,,,,,,0,0,0,0,141945500300000,Empty,Exempt,0,0,0,0,141945500300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141945601700000,,Exempt,Empty,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,,,,,,,,,,0,0,0,0,141945601700000,Empty,Exempt,0,0,0,0,141945601700000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
141947900100000,,Exempt,Empty,730,19TH ST NW,CITY OF CEDAR RAPIDS,0.1928,,,,,,,,,0,0,0,0,141947900100000,Empty,Exempt,0,0,0,0,141947900100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142010200100000,,Exempt,Empty,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,0.2118,,,,,,,,,0,0,0,0,142010200100000,Empty,Exempt,0,0,0,0,,,,,,,,,
142027700100000,,Exempt,Empty,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,3.53,,,,,,,,,0,0,0,0,142027700100000,Empty,Exempt,0,0,0,0,142027700100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142027700500000,,Exempt,Empty,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,0.72,,,,,,,,,0,0,0,0,142027700500000,Empty,Exempt,0,0,0,0,142027700500000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142035700300000,,Exempt,Empty,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,0.2296,,,,,,,,,0,0,0,0,142035700300000,Empty,Exempt,0,0,0,0,142035700300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142035700500000,,Exempt,Empty,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,0.5142,,,,,,,,,0,0,0,0,142035700500000,Empty,Exempt,0,0,0,0,142035700500000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142040600200000,,Exempt,Empty,1131,5TH ST NW,CITY OF CEDAR RAPIDS,5.9,,,,,,,,,0,0,0,0,142040600200000,Empty,Exempt,0,0,0,0,142040600200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142040800800000,,Exempt,Empty,1021,5TH ST NW,CITY OF CEDAR RAPIDS,0.1263,Single-Family,Salvage,1935,683.0,,,,,0,0,0,0,142040800800000,Empty,Exempt,0,0,0,0,142040800800000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142048101500000,,Exempt,Empty,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,0.0321,,,,,,,,,0,0,0,0,142048101500000,Empty,Exempt,0,0,0,0,142048101500000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142048301200000,,Exempt,Empty,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,0.0092,,,,,,,,,0,0,0,0,142048301200000,Empty,Exempt,0,0,0,0,142048301200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142117700200000,,Exempt,Empty,0,VACANT LAND NE,CEDAR RAPIDS CITY OF,0.0104,,,,,,,,,0,0,0,0,142117700200000,Empty,Exempt,0,0,0,0,142117700200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142135100100000,,Exempt,Empty,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,1.5075,,,,,,,,,0,0,0,0,142135100100000,Empty,Exempt,0,0,0,0,,,,,,,,,
142135200100000,,Exempt,Empty,0,VACANT LAND NW,CITY OF CEDAR RAPIDS,3.7644,,,,,,,,,0,0,0,0,142135200100000,Empty,Exempt,0,0,0,0,,,,,,,,,
142137700100000,,Exempt,Empty,370,1ST AVE NE,CITY OF CEDAR RAPIDS,1.8182,,,,,,,,,0,0,0,0,142137700100000,Empty,Exempt,0,0,0,0,,,,,,,,,
142137800100000,,Exempt,Empty,0,VACANT LAND NE,CITY OF CEDAR RAPIDS,0.1928,,,,,,,,,0,0,0,0,142137800100000,Empty,Exempt,0,0,0,0,,,,,,,,,
142137800102000,,Exempt,Empty,350,1ST AVE NE,CITY OF CEDAR RAPIDS,,,,,,,,,,0,0,0,0,142137800102000,Empty,Exempt,0,0,0,0,,,,,,,,,
142138000100000,,Exempt,Empty,0,VACANT LAND NE,CITY OF CEDAR RAPIDS,1.2989,,,,,,,,,0,0,0,0,142138000100000,Empty,Exempt,0,0,0,0,142138000100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142140502000000,,Exempt,Empty,0,VACANT LAND NE,CITY OF CEDAR RAPIDS,0.011,,,,,,,,,0,0,0,0,142140502000000,Empty,Exempt,0,0,0,0,142140502000000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142145500200000,,Exempt,Empty,0,VACANT LAND NE,CITY OF CEDAR RAPIDS,0.7713,,,,,,,,,0,0,0,0,142145500200000,Empty,Exempt,0,0,0,0,142145500200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142145500300000,,Exempt,Empty,0,VACANT LAND NE,CITY OF CEDAR RAPIDS,,,,,,,,,,0,0,0,0,142145500300000,Empty,Exempt,0,0,0,0,142145500300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142145900100000,,Exempt,Empty,428,3RD AVE SE,CITY OF CEDAR RAPIDS,0.7713,,,,,,,,,0,0,0,0,142145900100000,Empty,Exempt,0,0,0,0,142145900100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142145900500000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.3857,,,,,,,,,0,0,0,0,142145900500000,Empty,Exempt,0,0,0,0,142145900500000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142146000100000,,Exempt,Empty,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,0.2893,,,,,,,,,0,0,0,0,142146000100000,Empty,Exempt,0,0,0,0,142146000100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142146000200000,,Exempt,Empty,325,1ST AVE SE,CEDAR RAPIDS CITY OF,0.3214,,,,,,,,,0,0,0,0,142146000200000,Empty,Exempt,0,0,0,0,142146000200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142146100100000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,2.0662,,,,,,,,,0,0,0,0,142146100100000,Empty,Exempt,0,0,0,0,142146100100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142220500100000,,Exempt,Empty,1556,B AVE NE,CITY OF CEDAR RAPIDS,0.2185,,,,,,,,,0,0,0,0,142220500100000,Empty,Exempt,0,0,0,0,142220500100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142221301100000,,Exempt,Empty,0,VACANT LAND NE,CITY OF CEDAR RAPIDS,0.0115,,,,,,,,,0,0,0,0,142221301100000,Empty,Exempt,0,0,0,0,142221301100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142223000800000,,Exempt,Empty,0,VACANT LAND NE,CITY OF CEDAR RAPIDS,0.0643,,,,,,,,,0,0,0,0,142223000800000,Empty,Exempt,0,0,0,0,142223000800000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142223202200000,,Exempt,Empty,0,VACANT LAND NE,CITY OF CEDAR RAPIDS,0.1286,,,,,,,,,0,0,0,0,142223202200000,Empty,Exempt,0,0,0,0,142223202200000,VACANT LAND,EXEMPT,0,11200,11200,0,1500,12700
142223202300000,,Exempt,Empty,1424,B AVE NE,CITY OF CEDAR RAPIDS,0.1928,,,,,,,,,0,0,0,0,142223202300000,Empty,Exempt,0,0,0,0,142223202300000,APARTMENT,EXEMPT,0,16800,16800,0,322000,338800
142227800100000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,1.23,,,,,,,,,0,0,0,0,142227800100000,Empty,Exempt,0,0,0,0,142227800100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142228200100000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.15,,,,,,,,,0,0,0,0,142228200100000,Empty,Exempt,0,0,0,0,142228200100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142235202100000,,Exempt,Empty,1047,5TH AVE SE,CITY OF CEDAR RAPIDS,0.0367,,,,,,,,,0,0,0,0,142235202100000,Empty,Exempt,0,0,0,0,142235202100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142235600400000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.0765,,,,,,,,,0,0,0,0,142235600400000,Empty,Exempt,0,0,0,0,142235600400000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142235600500000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.0468,,,,,,,,,0,0,0,0,142235600500000,Empty,Exempt,0,0,0,0,142235600500000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142240500100000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.98,,,,,,,,,0,0,0,0,142240500100000,Empty,Exempt,0,0,0,0,142240500100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142240601000000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.34,,,,,,,,,0,0,0,0,142240601000000,Empty,Exempt,0,0,0,0,142240601000000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142248201000000,,Exempt,Empty,2000,MT VERNON RD SE,CITY OF CEDAR RAPIDS,1.6419,,,,,,,,,0,0,0,0,142248201000000,Empty,Exempt,0,0,0,0,142248201000000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142312600100000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,10.04,,,,,,,,,0,0,0,0,142312600100000,Empty,Exempt,0,0,0,0,142312600100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142312600200000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,70.0,,,,,,,,,0,0,0,0,142312600200000,Empty,Exempt,0,0,0,0,142312600200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142337802700000,,Exempt,Empty,2416,MT VERNON RD SE,CITY OF CEDAR RAPIDS,,,,,,,,,,0,0,0,0,142337802700000,Empty,Exempt,0,0,0,0,142337802700000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142412600100000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,5.54,,,,,,,,,0,0,0,0,142412600100000,Empty,Exempt,0,0,0,0,142412600100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142433001200000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.1811,,,,,,,,,0,0,0,0,142433001200000,Empty,Exempt,0,0,0,0,142433001200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142442800200000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.28,,,,,,,,,0,0,0,0,142442800200000,Empty,Exempt,0,0,0,0,142442800200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142447700900000,,Exempt,Empty,4296,MT VERNON RD SE,CITY OF CEDAR RAPIDS,1.02,,,,,,,,,0,0,0,0,142447700900000,Empty,Exempt,0,0,0,0,142447700900000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142528003300000,,Exempt,Empty,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,,,,,,,,,,0,0,0,0,142528003300000,Empty,Exempt,0,0,0,0,142528003300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142530102000000,,Exempt,Empty,0,VACANT LAND SE,CEDAR RAPIDS CITY OF,,,,,,,,,,0,0,0,0,142530102000000,Empty,Exempt,0,0,0,0,142530102000000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142542901100000,,Exempt,Empty,0,PARK SE,CITY OF CEDAR RAPIDS,14.32,,,,,,,,,0,0,0,0,142542901100000,Empty,Exempt,0,0,0,0,142542901100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142612603400000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,0.4797,,,,,,,,,0,0,0,0,142612603400000,Empty,Exempt,0,0,0,0,142612603400000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142617601300000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,4.82,,,,,,,,,0,0,0,0,142617601300000,Empty,Exempt,0,0,0,0,142617601300000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142623001600000,,Exempt,Empty,1107,23RD ST SE,CEDAR RAPIDS CITY OF,0.3007,,,,,,,,,0,0,0,0,142623001600000,Empty,Exempt,0,0,0,0,142623001600000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142625100100000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,76.0,,,,,,,,,0,0,0,0,142625100100000,Empty,Exempt,0,0,0,0,142625100100000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
142632600200000,,Exempt,Empty,0,VACANT LAND SE,CITY OF CEDAR RAPIDS,21.0,,,,,,,,,0,0,0,0,142632600200000,Empty,Exempt,0,0,0,0,142632600200000,CITY PROPERTY,EXEMPT,0,0,0,0,0,0
